"moses",3568
"hold",3567
"varying",3565
"marks",3562
"advantages",3560
"forward",3559
"extra",3559
"nevertheless",3559
"formally",3558
"chains",3555
"thesaurus",3552
"proof",3551
"coordination",3549
"elementary",3548
"mode",3546
"ibm",3544
"suppose",3544
"judges",3540
"challenging",3540
"stages",3538
"foreign",3530
"indexing",3529
"consequently",3527
"mappings",3525
"decomposition",3518
"consideration",3515
"write",3510
"analyzer",3508
"graphical",3506
"immediately",3505
"covered",3503
"policy",3498
"examined",3493
"directed",3490
"belief",3490
"briefly",3489
"phenomenon",3487
"nist",3487
"fit",3485
"tried",3480
"conversational",3471
"kernels",3470
"marker",3469
"treat",3469
"june",3465
"instructions",3453
"lot",3452
"strength",3452
"stochastic",3450
"explanation",3450
"closed",3447
"terminology",3447
"chunking",3445
"published",3443
"configurations",3440
"contributions",3438
"assessment",3435
"conference",3434
"en",3433
"enables",3431
"family",3425
"readability",3421
"signal",3410
"prosodic",3408
"bad",3408
"experts",3407
"block",3406
"columns",3399
"status",3394
"received",3393
"decrease",3388
"vary",3384
"lee",3378
"generalized",3378
"suffixes",3374
"propbank",3374
"sophisticated",3369
"flexible",3366
"conventional",3365
"fairly",3363
"correspondence",3363
"handling",3359
"desired",3359
"paradigm",3349
"naturally",3344
"definite",3340
"participant",3338
"focuses",3336
"body",3334
"areas",3333
"period",3326
"collections",3324
"introduces",3321
"notice",3321
"faster",3315
"expensive",3315
"cross-lingual",3315
"versus",3314
"coefficient",3312
"probable",3311
"averaged",3309
"tuned",3309
"art",3303
"essentially",3301
"penalty",3299
"replace",3297
"established",3295
"linguistically",3291
"equally",3287
"motivation",3284
"correlations",3275
"notation",3272
"european",3271
"essential",3271
"spaces",3269
"else",3268
"infer",3267
"domain-specific",3267
"viewed",3266
"selects",3265
"unification",3264
"empirically",3264
"begin",3263
"primarily",3263
"simpler",3261
"mixture",3261
"subsets",3259
"reranking",3258
"limitations",3258
"unfortunately",3255
"formulation",3254
"operator",3253
"mwes",3252
"pronunciation",3251
"rhetorical",3250
"reduces",3249
"identifies",3244
"differs",3242
"perceptron",3242
"constructing",3240
"interactive",3238
"heads",3236
"agree",3235
"initially",3233
"extremely",3231
"meaningful",3226
"captures",3223
"enable",3223
"large-scale",3222
"record",3221
"simultaneously",3219
"union",3218
"valuable",3218
"referent",3217
"attached",3216
"gave",3215
"game",3214
"starts",3211
"supports",3209
"inferred",3209
"doing",3203
"reader",3202
"recognizer",3201
"transducer",3198
"morpheme",3198
"statements",3190
"agents",3186
"syntactically",3184
"closer",3183
"transcription",3180
"viterbi",3180
"categorization",3177
"inputs",3175
"anonymous",3167
"bottom",3165
"proposition",3157
"lapata",3152
"selectional",3151
"klein",3151
"investigation",3148
"newspaper",3146
"uncertainty",3145
"formed",3140
"arcs",3139
"alternatives",3131
"literal",3125
"learns",3125
"resolve",3123
"charniak",3121
"onto",3120
"oov",3119
"merging",3112
"extracts",3111
"cat",3111
"korean",3109
"reducing",3108
"day",3107
"arg",3106
"considers",3105
"largely",3101
"script",3101
"old",3101
"occurred",3099
"sequential",3098
"experimented",3098
"optimized",3097
"captured",3094
"modeled",3093
"plural",3090
"annotating",3088
"weak",3086
"foundation",3086
"subtrees",3074
"syllable",3073
"yes",3066
"options",3065
"draw",3061
"arc",3060
"engineering",3058
"equivalence",3054
"recursive",3053
"activity",3047
"mwe",3047
"connectives",3045
"implies",3044
"presentation",3044
"protein",3044
"concerned",3044
"integrate",3041
"passive",3036
"ney",3035
"merged",3034
"wang",3033
"classifying",3031
"locations",3025
"log-linear",3025
"acceptable",3023
"splitting",3023
"expanded",3019
"subtask",3017
"principles",3012
"taggers",3011
"coherent",3010
"hope",3008
"carry",3008
"sensitive",3006
"introducing",3004
"seven",3004
"concrete",3003
"targets",3000
"ask",2999
"treebanks",2998
"records",2995
"vowel",2986
"propagation",2978
"synonym",2978
"terminal",2974
"precise",2971
"comparative",2971
"depth",2970
"team",2970
"nonterminal",2969
"analyzing",2968
"operators",2968
"cross-validation",2963
"international",2960
"utility",2959
"russian",2956
"realized",2952
"interval",2951
"drop",2949
"theme",2949
"adverbs",2946
"region",2946
"rows",2942
"journal",2940
"nearly",2939
"simplification",2939
"sound",2937
"matrices",2935
"maximize",2933
"align",2929
"problematic",2929
"jointly",2929
"ng",2927
"advanced",2927
"near",2927
"adapt",2926
"competitive",2926
"indicators",2925
"assumes",2925
"searching",2923
"sort",2923
"restriction",2922
"metaphor",2919
"ambiguities",2916
"in-domain",2915
"request",2914
"triples",2914
"substantially",2912
"layers",2912
"iterative",2910
"broad",2907
"compares",2907
"modify",2906
"considerably",2902
"conll",2902
"subjectivity",2901
"anchor",2900
"transformations",2900
"scenarios",2899
"pcfg",2899
"ground",2899
"assignments",2896
"middle",2896
"big",2893
"unigrams",2892
"suggestions",2891
"appearing",2890
"tagset",2888
"resulted",2885
"interpretations",2884
"dealing",2883
"considerable",2883
"offer",2882
"inspired",2880
"stems",2877
"chance",2875
"strict",2874
"absence",2874
"modern",2868
"predictive",2867
"johnson",2866
"corrected",2862
"modelling",2862
"lowest",2856
"quickly",2856
"argue",2856
"hpsg",2855
"internet",2854
"transitive",2852
"sign",2851
"surrounding",2851
"discussions",2850
"augmented",2850
"critical",2850
"paired",2847
"dirichlet",2846
"narrative",2845
"public",2844
"regard",2844
"remain",2843
"machines",2840
"benefits",2839
"mixed",2834
"concerning",2833
"obtaining",2832
"duration",2830
"option",2827
"intuitively",2826
"genres",2823
"ran",2822
"determines",2820
"hypernym",2818
"greedy",2815
"city",2815
"extensive",2815
"lsa",2813
"center",2813
"filtered",2812
"ideas",2810
"costs",2810
"shorter",2809
"le",2806
"solved",2805
"associations",2802
"maximal",2798
"fashion",2798
"video",2793
"exploiting",2790
"clark",2790
"anaphoric",2789
"conversations",2788
"going",2786
"overlapping",2784
"intersection",2782
"distinctions",2781
"accurately",2780
"incorporated",2779
"universal",2779
"phonological",2774
"salient",2771
"wu",2769
"regularization",2766
"sampled",2766
"company",2765
"utilize",2765
"vertices",2762
"propositions",2759
"stress",2757
"synchronous",2757
"lengths",2756
"away",2754
"da",2753
"partition",2752
"smith",2750
"red",2749
"clues",2746
"updated",2746
"man",2742
"diverse",2742
"views",2738
"tuples",2738
"correlated",2738
"shift",2737
"cell",2735
"speaking",2733
"mcdonald",2733
"covers",2733
"graph-based",2733
"stories",2732
"curve",2729
"swedish",2727
"multimodal",2727
"pragmatic",2724
"sparsity",2722
"supervision",2722
"reach",2722
"capable",2716
"ensemble",2714
"huang",2713
"offers",2713
"identity",2712
"behaviour",2711
"particle",2711
"extensions",2710
"finds",2710
"reflects",2702
"ontologies",2700
"summarized",2700
"reliability",2696
"belongs",2694
"granularity",2694
"checking",2693
"solving",2693
"scored",2687
"subcategorization",2685
"fall",2684
"estimating",2682
"deterministic",2678
"tokenization",2677
"toward",2671
"causes",2670
"recognizing",2668
"procedures",2666
"margin",2662
"closest",2658
"rating",2657
"generalize",2652
"orientation",2650
"sentence-level",2646
"proposal",2640
"modality",2640
"resolved",2639
"kim",2639
"finite-state",2638
"gets",2636
"semeval",2634
"eight",2633
"overcome",2632
"gold-standard",2631
"variance",2631
"services",2631
"retrieve",2629
"worth",2623
"optimize",2622
"n-best",2621
"statement",2620
"msa",2616
"calculating",2616
"correctness",2613
"gradient",2612
"greatly",2612
"deletion",2611
"newswire",2609
"originally",2608
"grouped",2603
"expectation",2599
"precisely",2596
"emotions",2594
"judged",2593
"cfg",2593
"multiword",2589
"led",2589
"integrating",2587
"ace",2584
"paragraphs",2584
"kappa",2580
"technologies",2580
"street",2579
"leaf",2574
"changed",2574
"mary",2573
"virtual",2570
"specialized",2570
"unified",2568
"antecedents",2567
"predicts",2564
"judge",2563
"sharing",2562
"prototype",2562
"systematic",2560
"tends",2556
"obviously",2551
"capturing",2549
"nearest",2549
"existence",2545
"reached",2544
"participating",2544
"belonging",2542
"apart",2540
"room",2539
"logistic",2535
"progress",2535
"kept",2534
"separated",2534
"thanks",2534
"powerful",2534
"nes",2533
"flat",2533
"things",2532
"performances",2532
"atomic",2529
"proved",2527
"firstly",2526
"canonical",2524
"pr",2523
"completed",2522
"health",2520
"proposes",2514
"computes",2514
"display",2512
"kb",2511
"leave",2509
"inventory",2507
"demonstrates",2506
"library",2505
"recorded",2504
"inclusion",2499
"age",2498
"opposed",2498
"portuguese",2491
"ranks",2490
"voting",2488
"determiner",2488
"audio",2487
"regarded",2486
"establish",2485
"requirement",2485
"expressing",2485
"tuple",2483
"phone",2479
"conjunctions",2478
"facilitate",2478
"inverse",2476
"immediate",2476
"nivre",2476
"focusing",2474
"bottom-up",2470
"essays",2470
"transformed",2470
"exploited",2469
"orthographic",2469
"paraphrasing",2469
"stated",2468
"compatible",2467
"phoneme",2466
"inter-annotator",2465
"scene",2465
"databases",2461
"curves",2460
"connection",2458
"redundancy",2455
"leaves",2452
"seeds",2452
"exception",2449
"europarl",2445
"theories",2444
"publicly",2442
"regardless",2439
"throughout",2439
"extending",2437
"regions",2436
"replacing",2436
"distinguishing",2435
"simplicity",2432
"blocks",2432
"secondly",2432
"inflectional",2432
"placed",2431
"email",2430
"expand",2427
"thematic",2426
"fails",2426
"continue",2424
"crfs",2423
"manager",2422
"productions",2422
"displayed",2421
"handled",2421
"topical",2419
"platform",2418
"causal",2417
"giza",2413
"receive",2413
"whenever",2412
"achieving",2408
"affected",2407
"guide",2406
"indirect",2406
"adds",2405
"filled",2402
"wall",2402
"satisfy",2401
"stands",2399
"convergence",2398
"induce",2397
"classical",2396
"products",2395
"requiring",2395
"metadata",2393
"merge",2389
"re",2387
"irrelevant",2386
"historical",2384
"contents",2382
"transcripts",2382
"connective",2380
"controlled",2379
"divergence",2376
"funded",2371
"mert",2368
"disambiguate",2368
"changing",2364
"incomplete",2363
"member",2363
"distortion",2362
"numerical",2362
"calculation",2362
"matter",2359
"wish",2359
"accepted",2358
"disagreement",2358
"redundant",2358
"physical",2357
"remainder",2357
"chiang",2356
"mistakes",2355
"soft",2354
"fail",2352
"exhibit",2352
"insertion",2351
"conduct",2350
"transform",2349
"corpus-based",2348
"ilp",2346
"cohesion",2341
"thought",2340
"marking",2340
"syllables",2339
"government",2338
"thereby",2337
"urdu",2337
"concerns",2337
"distances",2337
"truth",2334
"store",2334
"neighbors",2333
"dev",2332
"impossible",2331
"typed",2330
"bold",2330
"discover",2329
"fundamental",2328
"modifications",2324
"readers",2322
"codes",2322
"availability",2321
"density",2315
"freely",2314
"ignored",2311
"specifies",2309
"morphologically",2308
"appeared",2306
"sparseness",2305
"convert",2304
"characteristic",2303
"initiative",2303
"supporting",2302
"consequence",2299
"hours",2298
"understood",2298
"turkish",2298
"brackets",2297
"quantitative",2297
"robustness",2296
"dt",2293
"optional",2291
"ours",2290
"population",2288
"comprehensive",2286
"essay",2285
"mind",2284
"pitch",2283
"corrections",2281
"acquire",2281
"trying",2280
"discovery",2279
"fluency",2278
"site",2277
"ranging",2272
"artificial",2272
"entirely",2268
"interpret",2266
"computationally",2265
"discarded",2265
"discovered",2260
"care",2260
"possibilities",2259
"car",2258
"communicative",2257
"surprising",2254
"fourth",2252
"accordingly",2250
"restrict",2250
"constitute",2250
"workers",2249
"incorrectly",2248
"grid",2247
"sites",2246
"percent",2246
"wer",2244
"brief",2242
"addresses",2241
"purely",2239
"adequate",2238
"orders",2237
"differently",2237
"inserted",2236
"ideal",2235
"teams",2234
"maxent",2233
"discusses",2230
"trend",2229
"complicated",2229
"really",2228
"individuals",2224
"multi-word",2223
"balanced",2221
"counting",2220
"excluded",2215
"usual",2215
"vowels",2215
"disambiguated",2211
"decreases",2209
"constituency",2208
"word-based",2208
"readings",2207
"difficulties",2206
"seconds",2205
"bnc",2204
"updates",2202
"feasible",2201
"predefined",2201
"inflection",2201
"emotional",2200
"goes",2199
"interpolation",2199
"titles",2198
"outperformed",2196
"your",2195
"plays",2193
"mechanisms",2191
"knight",2189
"modal",2189
"omitted",2189
"complementary",2189
"abbreviations",2188
"trigrams",2188
"movie",2181
"judgements",2177
"plausible",2176
"triple",2174
"thresholds",2174
"svms",2170
"complements",2169
"submission",2168
"independence",2168
"compiled",2167
"normally",2166
"standards",2163
"citation",2163
"disease",2162
"covering",2157
"stream",2157
"risk",2156
"deviation",2153
"prove",2148
"bag",2146
"black",2145
"correspondences",2144
"static",2142
"idf",2140
"distinguished",2136
"vertex",2136
"sufficiently",2130
"formalisms",2129
"suggesting",2129
"surprisingly",2128
"minimize",2128
"ending",2127
"informal",2127
"consecutive",2126
"ter",2125
"transducers",2123
"intuitive",2121
"integer",2120
"keeping",2120
"activation",2111
"utilized",2110
"serves",2109
"activities",2106
"unlikely",2106
"completion",2105
"pivot",2103
"comprehension",2102
"confirm",2099
"plot",2098
"opposite",2098
"automaton",2096
"started",2093
"indices",2092
"stemming",2091
"strictly",2091
"non-terminal",2089
"implicitly",2087
"nonterminals",2086
"minutes",2085
"theorem",2085
"longest",2085
"exploring",2082
"encountered",2081
"inflected",2081
"talk",2080
"tune",2079
"exponential",2076
"prefer",2076
"triggers",2075
"american",2074
"well-known",2074
"creates",2072
"maintain",2070
"judgment",2070
"qualitative",2068
"usefulness",2064
"places",2064
"automata",2062
"interestingly",2061
"beneficial",2059
"consisted",2058
"bank",2058
"screen",2056
"inferences",2056
"summarizes",2054
"plans",2051
"checked",2051
"filters",2048
"break",2047
"desirable",2047
"relying",2046
"wmt",2045
"positives",2043
"moves",2042
"yielding",2040
"tries",2040
"partly",2039
"failure",2039
"descriptive",2039
"stable",2037
"programs",2035
"word-level",2034
"adverb",2034
"employs",2030
"political",2029
"participated",2027
"limitation",2025
"tm",2025
"trec",2024
"repair",2023
"face",2021
"unambiguous",2017
"quantity",2017
"package",2016
"grouping",2016
"picture",2016
"salience",2016
"html",2015
"white",2014
"channel",2013
"comment",2012
"yielded",2011
"gaps",2007
"worst",2006
"session",2004
"rarely",2003
"flexibility",2000
"concatenation",2000
"projected",2000
"color",1999
"huge",1999
"predicate-argument",1997
"tracking",1997
"marginal",1997
"non",1996
"restaurant",1995
"fraction",1994
"segmentations",1994
"food",1993
"properly",1992
"linguists",1987
"notes",1986
"flow",1978
"alphabet",1977
"builds",1977
"relate",1976
"diversity",1975
"richer",1974
"heavily",1974
"varied",1974
"moving",1973
"hit",1973
"thread",1973
"devices",1972
"him",1970
"secondary",1970
"iteratively",1969
"varies",1969
"superior",1968
"marcu",1967
"data-driven",1967
"box",1963
"transcriptions",1962
"sides",1961
"movement",1960
"survey",1958
"thing",1957
"rankings",1957
"erroneous",1956
"employing",1955
"twice",1952
"ranges",1951
"intervals",1951
"sorted",1950
"school",1950
"engines",1950
"newly",1949
"bit",1949
"compact",1949
"coefficients",1947
"expectations",1946
"first-order",1945
"unless",1941
"rise",1940
"excluding",1940
"walk",1939
"sure",1938
"gloss",1937
"hits",1937
"electronic",1936
"pmi",1934
"books",1934
"realistic",1934
"pool",1933
"tf",1932
"aimed",1931
"held-out",1929
"trivial",1928
"referential",1928
"encodes",1925
"satisfied",1924
"characterized",1924
"ontological",1924
"ellipsis",1924
"equations",1923
"replacement",1923
"accounts",1922
"coding",1922
"phonemes",1922
"specifying",1921
"profile",1921
"life",1920
"incorporates",1919
"summarize",1918
"targeted",1915
"substring",1913
"constructs",1913
"shape",1912
"distant",1909
"incrementally",1909
"aware",1909
"arise",1907
"inherent",1907
"looks",1907
"concern",1907
"l2",1907
"pre-processing",1906
"intention",1905
"hovy",1905
"dimensionality",1904
"consensus",1903
"prefixes",1902
"referents",1902
"accept",1900
"cut",1900
"gibbs",1900
"instantiated",1899
"ignore",1899
"simulation",1898
"aggregation",1897
"saw",1896
"happens",1895
"am",1894
"solely",1891
"reverse",1890
"expresses",1888
"top-down",1888
"displays",1887
"enhance",1883
"recursively",1882
"counted",1882
"connections",1880
"sent",1880
"polynomial",1880
"vice",1879
"outcome",1879
"gaussian",1879
"coarse",1874
"pick",1874
"el",1874
"prevent",1873
"obj",1872
"revision",1871
"dialect",1871
"lies",1870
"shortest",1870
"collecting",1869
"nine",1867
"mass",1863
"indexed",1862
"se",1861
"miller",1861
"affects",1860
"underspecified",1860
"compositionality",1859
"palmer",1859
"p.",1858
"clustered",1857
"subtasks",1857
"specifications",1856
"transcribed",1856
"growing",1854
"vs",1853
"subsequently",1851
"passed",1850
"country",1848
"translators",1846
"nl",1845
"simulated",1844
"mi",1843
"determiners",1841
"contrary",1840
"repeat",1839
"reliably",1839
"verify",1839
"hebrew",1838
"examining",1838
"minor",1837
"attempted",1836
"passage",1836
"located",1834
"rouge",1833
"abbreviation",1832
"formulated",1832
"bases",1828
"force",1828
"consonant",1827
"held",1827
"china",1824
"si",1824
"numerous",1824
"subordinate",1821
"yang",1820
"cohen",1819
"interfaces",1819
"particles",1819
"glosses",1818
"windows",1815
"sentential",1809
"convey",1808
"markup",1808
"pieces",1808
"anaphor",1806
"polysemy",1802
"pilot",1801
"mental",1800
"passages",1799
"refined",1799
"claims",1797
"so-called",1797
"interact",1796
"signals",1796
"looked",1796
"determination",1792
"competition",1789
"blog",1788
"marcus",1788
"rte",1787
"bring",1781
"meant",1781
"education",1781
"ngram",1780
"law",1780
"piece",1778
"tendency",1778
"labelling",1777
"reasonably",1776
"requests",1774
"indicative",1771
"rdf",1771
"un",1770
"travel",1769
"lms",1769
"basically",1767
"bag-of-words",1767
"extends",1766
"comprises",1766
"individually",1766
"synonymy",1766
"backward",1765
"leaving",1764
"importantly",1764
"nested",1763
"harder",1759
"calls",1759
"business",1758
"meet",1757
"ends",1755
"roth",1754
"editing",1752
"backoff",1748
"encouraging",1747
"identifier",1747
"commercial",1742
"enhanced",1741
"hypernyms",1740
"acl",1740
"polysemous",1740
"reward",1739
"grounding",1738
"aid",1737
"arg1",1736
"expressive",1736
"revealed",1736
"pure",1735
"deleted",1732
"biased",1732
"batch",1732
"morphosyntactic",1731
"functionality",1730
"intend",1730
"gigaword",1730
"deeper",1728
"robot",1728
"instruction",1728
"subj",1728
"scripts",1726
"degrees",1725
"dual",1722
"insight",1720
"president",1719
"obtains",1717
"eliminate",1717
"real-world",1715
"satisfaction",1714
"finnish",1711
"snippets",1711
"certainly",1709
"freebase",1707
"boolean",1707
"initialization",1706
"dependents",1706
"reflected",1705
"dog",1704
"exploration",1703
"bracketing",1703
"days",1703
"characterize",1702
"abstraction",1702
"edits",1701
"confirmed",1699
"soon",1699
"released",1698
"motion",1695
"adjuncts",1695
"fill",1695
"iv",1694
"mikolov",1694
"green",1693
"metaphors",1693
"papineni",1691
"lookup",1691
"investigating",1690
"associate",1690
"explains",1689
"θ",1688
"tell",1683
"co-training",1683
"consonants",1683
"searches",1683
"variability",1683
"church",1682
"discrete",1682
"house",1681
"patients",1680
"collaborative",1679
"predictor",1678
"aligning",1677
"barzilay",1677
"correlate",1676
"trial",1675
"ad",1673
"benchmark",1673
"slight",1672
"digital",1672
"conditioned",1671
"got",1671
"wn",1670
"priors",1670
"insights",1669
"syntax-based",1668
"planner",1667
"det",1667
"model''s",1667
"verbnet",1666
"smallest",1664
"u.s.",1663
"legal",1662
"rewrite",1662
"out-of-domain",1661
"rst",1661
"dm",1660
"balance",1660
"synthesis",1660
"adequacy",1660
"projective",1659
"guarantee",1656
"driven",1656
"cooccurrence",1656
"worked",1655
"blue",1655
"adverbial",1654
"server",1654
"spanning",1653
"l1",1653
"accessible",1653
"formulas",1652
"intrinsic",1652
"stronger",1652
"lr",1652
"scaling",1651
"highlighted",1651
"symmetric",1650
"magnitude",1649
"ensures",1647
"attributed",1647
"versa",1647
"binding",1646
"recurrent",1645
"shall",1645
"beliefs",1644
"eat",1642
"adapting",1642
"java",1641
"phases",1641
"adj",1639
"tensor",1636
"familiar",1636
"argued",1636
"resolving",1635
"gesture",1632
"derivational",1631
"capabilities",1631
"failed",1627
"indication",1626
"simplest",1625
"divide",1625
"splits",1624
"affixes",1623
"chooses",1620
"limits",1618
"cells",1618
"co-occur",1617
"das",1617
"receives",1616
"multinomial",1616
"pruned",1614
"device",1614
"round",1611
"modifying",1610
"turned",1610
"ca",1609
"press",1608
"formats",1607
"materials",1606
"eventually",1604
"extractor",1604
"lattices",1602
"increasingly",1601
"meteor",1599
"lp",1599
"begins",1598
"operate",1597
"discontinuous",1597
"sec.",1594
"pointing",1593
"outline",1591
"mihalcea",1590
"connecting",1590
"umls",1589
"serious",1589
"writer",1589
"visualization",1588
"wider",1587
"persons",1586
"addressing",1586
"eisner",1586
"says",1584
"release",1584
"treating",1584
"today",1583
"smoothed",1582
"suited",1581
"implementations",1581
"categorial",1579
"aggregate",1579
"gathered",1578
"connect",1578
"policies",1578
"asking",1574
"nothing",1574
"agreed",1574
"translator",1574
"unable",1572
"poorly",1570
"submissions",1569
"fine",1567
"hearer",1567
"getting",1566
"job",1565
"reveals",1564
"bill",1564
"optimizing",1563
"young",1563
"pro",1563
"es",1561
"systematically",1561
"signature",1560
"ignoring",1558
"turney",1556
"mechanical",1555
"denoting",1555
"darpa",1554
"dialects",1551
"proportional",1551
"constrain",1551
"ideally",1549
"β",1548
"ptb",1546
"exploits",1543
"proximity",1541
"cl",1541
"quantifiers",1541
"mitchell",1538
"leverage",1537
"biological",1537
"min",1536
"dominance",1536
"suffer",1535
"mckeown",1535
"ongoing",1534
"york",1534
"thousands",1534
"log-likelihood",1533
"analogous",1532
"outlined",1531
"drops",1530
"der",1528
"resnik",1528
"plain",1528
"front",1527
"subsection",1527
"volume",1526
"double",1526
"annual",1526
"dimensional",1525
"axioms",1524
"depicted",1524
"implementing",1524
"chat",1523
"ml",1522
"exchange",1522
"genia",1520
"maximizes",1520
"hand-crafted",1518
"organizers",1518
"proven",1518
"yarowsky",1517
"permutation",1516
"speaker''s",1516
"quantifier",1516
"applicability",1513
"contributes",1512
"reveal",1512
"overfitting",1511
"lost",1511
"utilizing",1510
"intelligent",1510
"measurement",1508
"contiguous",1508
"chang",1508
"api",1508
"refinement",1507
"dates",1507
"medium",1507
"sms",1506
"adjunct",1505
"iff",1505
"countries",1505
"non-projective",1504
"unary",1503
"ai",1503
"constitutes",1501
"formation",1500
"seek",1499
"square",1499
"recover",1497
"dp",1495
"factored",1492
"advance",1491
"removal",1490
"happen",1489
"ex",1489
"petrov",1489
"intensity",1488
"comma",1487
"post-processing",1487
"merely",1487
"ap",1487
"fair",1486
"grounded",1486
"satisfies",1485
"came",1483
"extractive",1483
"execution",1483
"jurafsky",1482
"price",1482
"responsible",1482
"substitutions",1482
"route",1480
"vote",1480
"grammaticality",1479
"exp",1479
"rewriting",1479
"fuzzy",1475
"bitext",1474
"high-level",1474
"command",1473
"spurious",1473
"prominent",1472
"coming",1471
"self-training",1471
"lfg",1470
"hypothesize",1470
"spontaneous",1470
"array",1469
"chinese-english",1467
"substrings",1466
"decreasing",1464
"professional",1463
"forum",1462
"arises",1462
"coordinate",1461
"fillers",1461
"pointed",1461
"typing",1461
"neighbor",1461
"brill",1460
"crowdsourcing",1460
"idioms",1458
"trends",1457
"boosting",1457
"perceived",1457
"expanding",1456
"deciding",1455
"adaptive",1455
"broadcast",1453
"svd",1452
"repository",1451
"wanted",1450
"unannotated",1449
"drug",1449
"declarative",1449
"games",1448
"intelligence",1447
"maximizing",1445
"british",1445
"presenting",1443
"nsf",1443
"portions",1442
"reaches",1441
"lf",1439
"home",1439
"carefully",1439
"accent",1438
"prompt",1438
"dropped",1437
"idiomatic",1436
"implements",1436
"callison-burch",1435
"disambiguating",1435
"analysed",1435
"tutoring",1434
"blogs",1433
"cp",1433
"ing",1433
"λ",1433
"prep",1433
"disjoint",1431
"priority",1431
"classifications",1431
"pronominal",1428
"sun",1425
"negated",1424
"tackle",1423
"no.",1422
"shifts",1422
"exceptions",1422
"averaging",1422
"attitude",1422
"paradigms",1420
"readily",1420
"hedge",1419
"environments",1417
"valency",1416
"substitute",1416
"mccallum",1415
"rnn",1415
"navigation",1415
"isolation",1414
"hypothesized",1414
"net",1413
"mooney",1411
"well-formed",1409
"gale",1409
"alternations",1408
"frameworks",1407
"heterogeneous",1407
"proceeds",1407
"appendix",1407
"player",1406
"maintaining",1405
"wants",1405
"agenda",1405
"runtime",1404
"operates",1404
"stand",1403
"competing",1403
"signs",1402
"contract",1402
"bootstrap",1402
"repetition",1401
"checks",1401
"united",1399
"retained",1399
"broken",1398
"post-editing",1397
"unrelated",1396
"synthetic",1394
"neighboring",1393
"mobile",1393
"assessing",1393
"relating",1392
"vast",1392
"sub",1392
"tf-idf",1391
"inconsistent",1390
"symbolic",1390
"met",1390
"language-specific",1389
"broader",1389
"financial",1388
"threads",1388
"one-to-one",1387
"keyphrases",1387
"illustration",1387
"deals",1387
"website",1386
"sp",1385
"prepared",1385
"specificity",1384
"φ",1383
"te",1383
"enriched",1382
"dialogs",1382
"literary",1380
"emphasis",1380
"boost",1380
"roots",1377
"agency",1377
"apparent",1376
"rel",1376
"formulate",1375
"sl",1374
"validity",1373
"stylistic",1372
"infinite",1371
"cycle",1371
"exclude",1370
"cs",1369
"mother",1369
"filler",1367
"favor",1366
"participation",1366
"clean",1366
"organizations",1365
"word''s",1365
"relaxed",1365
"itg",1365
"jj",1362
"predictors",1360
"capability",1360
"participate",1360
"hmms",1360
"ngrams",1359
"rooted",1357
"coarse-grained",1357
"segmenter",1357
"normalize",1356
"st",1356
"henceforth",1356
"sg",1355
"locally",1354
"membership",1353
"cc",1353
"hierarchies",1353
"sa",1351
"inner",1351
"developers",1351
"tone",1351
"equivalents",1351
"dominant",1349
"please",1348
"mood",1347
"converting",1346
"someone",1346
"guaranteed",1345
"pantel",1345
"usa",1344
"muc",1343
"revised",1342
"compatibility",1342
"zhou",1342
"sd",1342
"mr",1341
"slow",1341
"correcting",1340
"translates",1340
"generality",1339
"implications",1339
"initialized",1339
"s.",1339
"tokenized",1339
"proceed",1338
"co-occurrences",1338
"non-native",1337
"sts",1336
"exhaustive",1333
"transduction",1330
"daily",1330
"concludes",1330
"tutor",1329
"exercise",1329
"rated",1329
"perception",1328
"statistic",1326
"back-off",1324
"web-based",1323
"recommendations",1323
"mrs",1323
"fluent",1323
"week",1322
"meetings",1321
"pagerank",1318
"loc",1317
"falls",1316
"female",1316
"propositional",1315
"conflict",1315
"turk",1314
"refine",1314
"highlight",1313
"re-ranking",1312
"sem",1311
"growth",1310
"likewise",1309
"pang",1308
"bulgarian",1308
"vb",1308
"answered",1307
"influenced",1307
"contrastive",1307
"ti",1307
"insert",1307
"composite",1306
"on-line",1305
"origin",1304
"median",1304
"fellbaum",1303
"di",1303
"ease",1302
"inducing",1302
"usages",1301
"bounded",1301
"july",1301
"relates",1300
"mathematical",1300
"updating",1300
"gained",1299
"alternatively",1298
"hearst",1298
"continues",1297
"clarification",1296
"simplify",1295
"designing",1294
"male",1294
"captions",1293
"adjunction",1293
"wi",1293
"prosody",1292
"insufficient",1292
"gestures",1291
"moment",1290
"clue",1289
"levenshtein",1289
"affective",1289
"profiles",1287
"decomposed",1286
"dynamically",1286
"factorization",1286
"lex",1285
"moore",1285
"ldc",1285
"realizations",1285
"categorized",1284
"pdtb",1284
"ultimately",1284
"dependence",1284
"non-terminals",1283
"nominals",1283
"communities",1282
"argumentation",1282
"weakly",1281
"division",1280
"sr",1279
"traditionally",1279
"daughter",1279
"medline",1277
"extreme",1277
"exclusively",1276
"forced",1276
"learnt",1276
"department",1275
"lafferty",1275
"hashtags",1275
"lemmatization",1273
"sampler",1272
"pauses",1272
"appropriately",1272
"closure",1270
"considerations",1270
"aligner",1269
"reporting",1269
"inspection",1269
"institute",1269
"acquiring",1267
"wiebe",1266
"adjusted",1266
"gaze",1265
"anything",1264
"pereira",1264
"bits",1263
"gildea",1263
"berkeley",1262
"augment",1262
"γ",1261
"users''",1261
"grade",1260
"perspectives",1260
"expertise",1260
